gene_id	transcript_id(s)	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12
Knop1	NM_001168218,NM_001168219,NM_001168220,NM_023197	55.65	52.59	51.74	46.63	44.73	38.68	32.65	52.66	25.96	20.99	21.8	26.52
Knstrn	NM_026412	76.76	70.18	79.35	59.73	51.82	37.69	46.85	83.86	46.24	25.01	11.62	25.33
Kntc1	NM_001042421	71.92	53.05	64.77	53.74	48.43	35.55	36.75	60.25	28.75	19.81	6.6	20.68
Kpna1	NM_008465	37.8	34.62	33.63	28.55	29.51	29.66	28.06	32.17	34.71	28.94	32.03	28.97
Kpna2	NM_010655	345.78	326.04	334.29	302.11	294.33	186.86	176.98	336.87	187.84	130.68	73.1	125.08
Kpna3	NM_008466	67.23	55.28	56.79	48.34	50.54	44.36	46.43	53.02	53.35	58.33	49.63	50.21
Kpna4	NM_008467	74.39	72.08	71.29	68.71	65.3	70.4	60.86	67.9	70.05	91.2	92.82	89.64
Kpna6	NM_008468	36.56	34.53	32.06	27.77	28.96	28.1	27.76	32.71	26.87	29.72	31.03	28.68
Kpna7	NM_001013774	0	0	0	0.04	0	0	0	0	0	0.18	0	0.17
Kpnb1	NM_008379	267.83	224.98	221.96	203.72	204.9	167.65	140.54	230.98	136.09	112.45	93.06	123.9
Kprp	NM_028629	0	0	0	0	0	0	0	0	0	0	0	0
Kptn	NM_133727	22.49	22.81	22.77	21.29	21.54	19.25	18.87	21.4	16.73	14.96	17.87	15.62
Kras	NM_021284	41.21	34.11	35.56	30.13	31.56	28.02	25.78	33.24	25.6	23.56	18.43	27.11
Krba1	NM_133922	8.59	6.17	6.65	8.62	7.39	7.56	10.45	7.58	7.09	3.88	5.92	5.83
Krcc1	NM_145568	22.57	20.99	23.61	32.1	34.36	34.82	42.09	22.85	44.58	64.12	76.83	57.65
Kremen1	NM_032396	4.92	4.31	3.26	3.14	2.83	5.11	9.45	3.88	13.01	10.66	11.69	11.69
Kremen2	NM_028416	0.24	0.15	0	0.05	0.19	0.22	1.09	0.32	0.51	0.45	0.14	0.89
Kri1	NM_145416	23.66	19.9	19.91	19.85	15.17	20.29	20.9	17.62	11.36	17.56	14.71	17.25
Krit1	NM_001170552,NM_030675,NR_033173	13.33	10.27	10.39	10.07	11.38	12.29	12.66	10.13	10.6	13.13	18.17	14.48
Krr1	NM_178610	36.62	36.25	33.17	29.4	30.11	26.54	23.75	35.17	22.4	19.28	19.17	20.79
Krt1	NM_008473	0.07	0.09	0.1	0.12	0.25	0.19	0	0.12	0.19	0.17	0.12	0
Krt10	NM_010660	1.15	1.31	1.29	1.09	1.61	1.19	2.29	1.36	0.88	1.51	1.14	1.8
Krt12	NM_010661	0	0	0	0	0	0	0	0	0	0	0.08	0
Krt13	NM_010662	0	0	0.1	0	0	0	0	0	0	0	0.12	0
Krt14	NM_016958	0.32	0.61	0.08	0.61	0.19	0.37	0.31	0.3	9.2	0.34	5.51	2.78
Krt15	NM_008469	0	0	0	0.06	0	0	0	0	0	0.9	0	0
Krt16	NM_008470	0	0	0	0	0	0	0	0	0	0	0	0
Krt17	NM_010663	4.49	1.27	3.18	4.27	5.73	3.09	4.97	4.84	2	1.23	3.16	2.7
Krt18	NM_010664	1.8	2.2	0.55	2.88	1.07	0.97	1.97	1.24	20.59	19.64	7.68	6.86
Krt19	NM_008471	0.79	0.92	0.93	2.72	0.86	1.54	1.01	0.3	17.63	19.86	6.82	3.57
Krt2	NM_010668	0	0	0	0	0	0	0	0	0	0	0	0
Krt20	NM_023256	0	0.06	0	0	0	0	0	0	0	1.01	2.33	0
Krt222	NM_172946	0.99	0.71	1.1	0.46	1.02	1.02	1.48	1.02	1.32	0.79	1.5	1.41
Krt23	NM_033373	0	0.07	0	0	0	0	0	0	0	0.65	0	0
Krt24	NM_029393	1.15	0.73	0.67	0.84	2.22	0.43	1.1	0.83	0.74	0.17	0.18	0.68
Krt25	NM_133730	0	0	0	0.06	0.06	0	0	0	0	0.09	0	0.12
Krt26	NM_001033397	0.07	0.04	0	0	0	0	0	0	0	0	0	0
Krt27	NM_010666	0	0	0	0	0	0	0	0	0	0	0	0
Krt28	NM_027574	0	0	0	0	0.07	0	0.11	0	0	0.1	0.1	0
Krt31	NM_010659	0	0	0	0	0	0	0	0	0	0	0	0
Krt32	NM_001159374	0	0	0	0	0	0	0	0	0	0	0	0
Krt33a	NM_027983	0	0	0	0	0	0	0	0	0	0	0	0
Krt33b	NM_013570	0	0	0	0	0	0	0	0	0	0	0	0
Krt34	NM_027563	0	0	0	0	0	0	0	0	0	0	0.1	0
Krt35	NM_016880	0	0	0	0	0	0	0	0	0	0	0	0
Krt36	NM_001174099	0.11	0	0	0.12	0.31	0	0.3	0.06	0.09	0.76	1.92	0.12
Krt39	NM_213730	0	0	0	0	0	0	0	0	0	0	0	0
Krt4	NM_008475	0	0	0	0	0	0	0	0	0	0	0	0
Krt40	NM_001039666	0	0	0	0	0	0	0	0	0	0	0	0
Krt42	NM_212483	0	0	0	0	0	0	0	0	0	0	0	0
Krt5	NM_027011	0.63	0.7	0.33	0.5	0.84	0.11	0.08	0.8	0.07	8.63	0.2	0.17
Krt6a	NM_008476	0	0	0	0	0	0	0	0	0	0	0.07	0
Krt6b	NM_010669	0	0	0	0	0	0	0	0	0	0	0	0
Krt7	NM_033073	3.36	7.02	1.9	4.43	3.04	3.16	2.36	2.74	13.68	20.71	9.28	9.13
Krt71	NM_019956	0	0.15	0.11	0	0.19	0	0	0.05	0	0	0	0
Krt72	NM_213728	0.11	0	0	0	0	0	0	0	0	0	0	0
Krt73	NM_212485	0	0	0	0	0	0	0.08	0	0	0	0	0
Krt74	NR_033444	0	0	0	0	0	0	0	0	0	0	0	0
Krt75	NM_133357	0	0	0	0	0	0	0	0	0.09	0	0	0
Krt76	NM_001033177	0	0	0	0	0	0	0	0	0	0	0	0.08
Krt77	NM_001003667	0	0	0	0	0	0	0	0	0	0	0	0
Krt78	NM_212487	0	0.09	0.03	0.03	0	0.03	0	0	0.04	0.04	0	0
Krt79	NM_146063	0.08	0.42	0.64	0.47	0.34	0.57	0.79	0.19	0.66	1.97	3.34	1.34
Krt8	NM_031170	3.2	3.5	0.55	1.95	1.15	0.87	1.76	0.72	37.86	14.61	9.97	10.23
Krt80	NM_028770	0.3	0.44	0.14	0.57	0.64	1.5	1.99	0	2.29	2.92	1.96	3.98
Krt81	NM_001166157	0	0	0	0	0	0	0	0	0	0	0	0
Krt82	NM_053249	0	0	0	0	0	0	0	0	0	0	0	0
Krt83	NM_001003668	0	0.06	0.14	0	0.06	0.07	0	0.16	0	0.08	0	0
Krt84	NM_008474	0	0	0	0	0	0	0	0	0	0	0	0.07
Krt85	NM_016879	0.17	0	0	0	0	0	0	0	0	0	0	0
Krt86	NM_010667	0	0	0	0	0	0	0.08	0.1	0.08	0.07	0.08	0.1
Krt9	NM_201255	0	0	0	0	0	0	0	0	0	0	0	0
Krtap1-3	NM_001085526	0	0	0	0	0	0	0	0	0.19	0	0	0
Krtap1-4	NM_001039502	0	0	0	0	0	0	0	0	0	0	0	0
Krtap1-5	NM_027157	0	0	0	0	0	0	0	0	0	0	0	0
Krtap10-10	NM_001024709	0	0	0	0	0	0	0	0	0	0	0	0
Krtap10-4	NM_001135991	0	0	0	0	0	0	0	0	0	0	0	0
Krtap11-1	NM_001113406	0	0	0	0	0	0	0	0	0	0	0	0
Krtap12-1	NM_010670	0	0	0	0	0	0	0	0	0	0	0	0
Krtap13	NM_010671	0	0	0	0	0	0	0	0	0	0	0	0
Krtap13-1	NM_183189	0	0	0	0	0	0	0	0	0	0	0	0
Krtap14	NM_013707	0	0	0	0	0	0	0	0	0	0	0	0
Krtap15	NM_013713	0	0	0	0	0	0	0	0	0	0	0	0
Krtap16-1	NM_001256057	0	0	0	0	0	0	0	0	0	0	0	0
Krtap16-3	NM_183296	0	0	0	0	0	0	0	0	0	0	0	0
Krtap17-1	NM_001099774	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-1	NM_130876	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-2	NM_130870	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-3	NM_130857	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-4	NM_130873	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-5	NM_010676	0	0	0	0	0	0	0	0	0.46	0	0	0
Krtap19-9b	NM_133359	0	0	0	0	0	0	0	0	0	0	0	0
Krtap2-4	NM_027800	0	0	0	0	0	0	0.23	0	0	0	0	0
Krtap20-2	NM_001163615	0	0	0	0	0	0	0	0	0	0	0	0
Krtap21-1	NM_028621	0	0	0	0	0	0	0	0	0	0	0	0
Krtap22-2	NM_001191018	0	0	0	0	0	0	0	0	0	0	0	0
Krtap24-1	NM_001163141	0	0	0	0	0	0	0	0	0	0	0	0
Krtap26-1	NM_027105	0	0	0	0	0	0	0	0	0	0	0	0
Krtap27-1	NM_001163105	0	0	0	0	0	0	0	0	0	0	0	0
Krtap3-1	NM_023511	0	0	0	0	0	0	0	0	0	0	0	0
Krtap3-2	NM_025720	0	0	0	0	0	0	0	0	0	0	0	0
Krtap3-3	NM_025524	0	0	0	0	0	0	0	0	0	0	0	0
Krtap31-1	NM_027568	0	0	0	0	0	0	0	0	0	0	0	0
Krtap31-2	NM_001025244	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-1	NM_001048196	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-13	NM_027087	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-16	NM_001013823	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-2	NM_026807	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-6	NM_026834	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-7	NM_029613	0	0	0	0	0	0	0	0	0.18	0	0	0
Krtap4-8	NM_001085547	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-9	NM_001085548	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-1	NM_015808	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-2	NM_027844	0.12	0	0.09	0	0	0	0	0	0	0	0	0
Krtap5-3	NM_023860	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-4	NM_015809	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-5	NM_001037822	0	0	0	0.09	0	0	0	0	0	0	0	0
Krtap6-1	NM_010672	0	0	0	0	0	0	0	0	0	0	0	0
Krtap6-2	NM_010673	0	0	0	0	0	0	0	0	0	0	0	0
Krtap6-5	NM_130856	0	0	0	0	0	0	0	0	0	0	0	0
Krtap7-1	NM_027771	0	0	0	0	0	0	0	0	0	0	0	0
Krtap8-1	NM_010675	0	0	0	0	0	0.26	0	0	0	0	0	0
Krtap9-1	NM_015741	0	0	0	0	0	0	0	0	0	0	0	0
Krtap9-3	NM_029351	0	0	0	0	0	0	0	0	0	0	0	0
Krtap9-5	NM_001085527	0	0	0	0	0	0	0	0	0	0	0	0
Krtcap2	NM_025327	150.44	180.32	133.66	157.34	141.25	153.21	144.6	166.04	175.44	180.06	166.28	172.4
Krtcap3	NM_027221	3.88	3.14	2.43	3.21	3.69	2.66	3.49	3.05	1.93	3.45	2.79	2.1
Krtdap	NM_001033131	0	0	0	0	1.29	0	0	0	1	3.57	0.95	5.88
Ksr1	NM_013571	4.29	3.13	2.9	2.96	3.24	4.66	8.99	3.56	6.89	4.48	3.99	5.18
Ksr2	NM_001114545	6.6	3.47	4.12	4.97	3.81	5.65	6.56	5.12	2.43	1.67	2.11	4.56
Kti12	NM_029571	30.05	42.58	33.92	32.23	27.57	29.02	22.21	32.52	24.08	21.35	18.67	23.99
Ktn1	NM_001293635,NM_001293636,NM_008477	73.58	61.84	68.41	52.14	54.45	46.9	49.34	59.51	51.51	44.23	42.89	44.83
Kxd1	NM_029366	29.2	32.21	29.11	36.05	34.35	38.8	39.35	29.84	43.45	40.65	48.91	31.56
Ky	NM_024291	2.86	2.29	1.84	1.92	1.96	1.14	1.99	2.66	1.84	0.81	0.57	1.71
Kynu	NM_001289593,NM_001289594,NM_027552	0.16	0.9	0.16	0.19	0.53	1.72	0.8	0.54	1.43	2.52	0.82	1.34
L1cam	NM_008478	18.07	9.67	14.69	10.87	19.15	19.23	26.57	12.03	16.09	9.96	10.47	17.49
L1td1	NM_001081202	0	0	0	0.03	0	0	0	0	0.05	0	0	0.12
L2hgdh	NM_145443	16.57	22.72	16.6	11.91	9.98	9.87	8.55	15.57	11.4	5.94	7.01	4.48
L3hypdh	NM_026038	7.53	11.64	9	8.18	8.3	9.74	11.86	7.93	9.21	9.72	11.77	8.54
L3mbtl1	NM_001081338	0.68	0.27	0.13	0.85	0.77	0.81	1.07	0.53	0.5	0.1	0.8	0.81
L3mbtl2	NM_001289711,NM_001289712,NM_145993,NR_110362	39.12	37.91	36.85	31.21	28.81	25.69	25.43	35.5	21.91	15.55	13.03	17.27
L3mbtl3	NM_172787	5.48	5.21	4.66	4.5	5.41	6.82	8.5	4.66	7.4	10.48	11.88	10.72
L3mbtl4	NM_177278	0.61	0.53	0.79	0.33	0.36	0.57	0.9	0.68	0.67	0.09	0.19	0.43
LOC100038947	NM_001173459	1.52	1.14	0.32	5	5.33	5.93	13.05	0.8	20.68	37.63	24.17	27.16
LOC100040786	NM_001160129,NM_001160129_1,NM_001160129_2	0	0	0	0	0	0	0	0	0	0	0	0
LOC100043315	NR_015482	0.19	0	0	0	0	0	0	0.11	0.17	0	0	0.21
LOC100048884	NM_001199333	0	0	0	0	0	0	0	0	0	0	0	0
LOC100049077	NR_132099	0.33	0.9	0.71	1.95	3.07	1.26	3.2	1.37	1.49	0.31	2.36	1.29
LOC100125594	NR_131976	0	0	0	0	0	0	0	0	0	0	0	0
LOC100502896	NM_001277512	0	0	0	0	0	0	0	0	0	0	0	0
LOC100503496	NR_040680	1.8	0.9	1.66	0.65	0.36	1.58	2.74	1.19	2.7	2.23	3.68	2.3
LOC100504039	NR_102724	0	0	0	0	0	0	0.14	0.09	0	0	0	0
LOC100504703	NR_040660	4.88	3.7	3.36	8.89	4.59	6.55	7.28	4.31	4.58	11.34	8.46	5.15
LOC100505025	NR_105062	0	0	0	0	0	0	0.09	0	0	0.08	0.17	0
LOC100861615	NM_001270812	16.11	2.12	24.53	0.85	22.43	0.9	8.86	13.95	2.47	4.87	2.98	6.22
LOC100861978	NM_001267702,NM_001267702_2,NM_001267703_2,NM_001267703_3,NM_001267704_1,NM_001267704_3	1.4	1.12	1	0.75	1.33	2.12	1.14	1.19	1.18	1.03	2.3	0.75
LOC100862015	NM_001277531,NM_001277531_1,NM_001277531_2	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862268	NR_105029,NR_105030	2.18	0.31	1.34	0.68	0.94	0.82	1.71	0.51	0.44	1.27	0.6	0.72
LOC101055749	NR_126535	0	0	0	0	0	0	0	0	0	0	0	0
LOC101055863	NM_001277487,NM_001277487_1,NM_001277487_2,NM_001277487_3	0	0	0	0	0	0	0	0	0	0	0	0
LOC102631757	NR_110502,NR_110503	0	0.72	0	0	0	0	0	0	0	0	0	0
LOC102634401	NR_110447	0	0	0	0.25	0	0	0	0	0	0	0	0
LOC102636514	NR_110474	187.81	160.22	176.94	190.57	192.25	163.66	123.14	212.15	99.27	57.16	39.45	78.73
LOC105245869	NR_131969,NR_131970	0	0	0	0	0	0	0	0	0	0	0	0
LOC105246506	NR_131039	0.08	0.05	0.11	0.04	0.18	0.26	0.3	0.04	0.27	0.24	0.13	0.25
LOC106740	NR_027905	12.06	9.28	8.89	8.31	8.66	6.04	6.26	7.93	8.03	7.58	7.89	7.11
LOC432842	NR_131973	0	0	0.03	0.06	0.03	0.13	0.28	0.05	0.12	0.26	0.09	0.11
LOC666331	NM_001256318	0	0	0.36	0	0	0	0	0	0.48	0	0	0.56
Lacc1	NM_172488	3.59	2.59	3.25	5.39	4.55	11.51	9.39	3.5	9.17	28.36	27.6	15.82
Lace1	NM_145743	3.92	5.75	3.94	4.47	6.6	5.88	8.95	3.7	8.68	9.97	17.19	9.88
Lactb	NM_030717	5.02	5.45	5.31	6.7	8.46	10.62	8.49	5.09	10.1	12.29	13.69	15.3
Lactb2	NM_145381	17.35	24.92	13.8	11.24	12.28	14.05	23.61	14.09	24.61	23.18	34.54	22.4
Lactbl1	NM_001243262	0	0.11	0	0.05	0	0	0.09	0	0.08	0.07	0.08	0
Lad1	NM_133664	0	0.68	0.04	0.1	0.03	0.27	0.27	0.03	0	1.07	0.19	0.43
Lag3	NM_008479	1.3	0.99	1.16	1.14	1.48	2.62	4.06	1.28	3.16	5.24	7.32	5.08
Lage3	NM_025410	40.67	53.55	49.59	64.44	54.84	50.59	40.02	53.46	44.1	40.43	43.26	38.79
Lair1	NM_001113474,NM_001302675,NM_001302676,NM_001302677,NM_001302681,NM_001302682,NM_001302683,NM_178611	3.03	2.96	2.14	6.27	6.65	11.58	12.12	2.08	10.74	22.87	29.05	18.52
Lalba	NM_010679	0.28	0	0	0	0	0	0.27	0	0.25	0.68	1.21	0.3
Lama1	NM_008480	0.78	0.54	0.52	0.59	0.71	0.79	1.22	0.73	0.72	0.92	1.41	0.72
Lama2	NM_008481	1.86	1.35	2.26	0.87	1.93	4.1	13.59	0.93	17.6	18.32	15.54	14.3
Lama3	NM_010680	0.33	0.37	0.26	0.39	0.55	0.84	1.08	0.2	1.07	2	3.41	1.89
Lama4	NM_010681	10.85	7.53	6.45	10.91	12.53	28.14	38.37	3.33	40.78	77.66	72.01	55.07
Lama5	NM_001081171	4.03	2.4	1.65	3.08	2.85	5.94	17.88	2.61	14.13	18.8	51.07	35.4
Lamb1	NM_008482	22.04	20.25	14.03	22.25	19.64	34.21	46.31	12.58	48.54	76.62	93.64	69.95
Lamb2	NM_008483	14.43	13.94	17.11	17.06	17.96	24.88	32.09	12.79	31.85	45.63	82.18	50.44
Lamb3	NM_001277928,NM_008484	0.04	0.18	0.06	0.28	0.34	0.26	1.07	0.14	0.81	2.37	3.35	0.81
Lamc1	NM_010683	26.72	14.99	17.33	18.62	19.23	35.41	63.53	14	63.51	100.76	113.28	96.15
Lamc2	NM_008485	0.29	0.4	0.09	0.38	0.45	1.25	1.07	0.13	2.68	4.02	3.46	3.85
Lamc3	NM_011836	0.08	0.38	0.08	0.24	0.05	0.36	2.09	0.19	1.22	1.31	3.5	1.56
Lamp1	NM_010684	142.23	157.34	143.16	194.43	201.21	290.45	321.13	142.21	370.62	590.75	741.98	506.28
Lamp2	NM_001017959,NM_001290485,NM_010685	51.84	58.7	45.92	79.52	82.51	139.31	145.1	39.69	195.75	428.67	489.27	321.71
Lamp3	NM_177356	0.05	0.1	0.04	0	0.09	0.38	0.1	0.06	0	0.32	0	0.11
Lamp5	NM_029530	0	0.06	0	0.15	0.11	0.12	0.09	0	0.16	0	0	0
Lamtor1	NM_025605	79.74	90.6	77.89	95.14	95.67	93.15	115.7	93.2	122.66	120.08	137.73	121.29
Lamtor2	NM_031248	64.79	53.93	54.28	63.18	72.28	69.66	70.41	53.53	75.16	97.4	108.33	79.93
Lamtor3	NM_019920	34.17	35.51	36.38	42.4	40.75	43.91	32.27	35.24	36.4	39.59	46.19	49.41
Lamtor4	NM_001081108	26.15	29.17	25.71	32.05	33.67	39.4	37.95	30.66	44.18	45.71	58.55	43.59
Lamtor5	NM_026774	91.53	112.46	101.2	91.8	98.21	97.3	76.12	98.38	107.51	105.76	116.3	92.46
Lancl1	NM_001190984,NM_001190985,NM_021295	22.94	23.53	25.71	23.62	24.82	20.65	19.7	22.91	16.68	15.41	15.68	16.97
Lancl2	NM_133737	29.61	28	31.94	26.64	28.61	21.65	14.88	32.86	18.04	10.5	8.81	11.46
Lancl3	NM_173414	0.21	0.11	0.12	0.05	0.05	0.2	0.61	0.02	0.98	0.88	0.77	0.46
Lao1	NM_133892	0	0	0	0.05	0	0	0	0	0	0	0	0
Lap3	NM_024434	88.43	110.78	87.61	92.16	86.08	94.91	70.79	93.06	73.74	120.48	121.51	100.45
Laptm4a	NM_008640	104.36	102.31	103.68	125.55	145.58	160.71	154.37	105.44	190.99	269	385.9	213.84
Laptm4b	NM_033521	60.19	51.53	52.49	37.32	45.64	41.65	63.55	60.21	63.49	56.56	98.17	52.04
Laptm5	NM_010686	9.96	9.88	11.1	23.26	17.47	59.14	58.25	8.48	57.86	129.6	133.62	112.55
Large	NM_010687	19.81	17.39	17.67	15.61	16.15	15.85	20.53	18.21	17.42	15.44	19.59	20.17
Larp1	NM_028451	89.59	62.13	64.57	52.29	45.18	54.4	61.03	66.92	40.11	47.44	31.21	50.62
Larp1b	NM_001040399	21.88	19.82	20.11	19.74	20.81	19.9	13.54	17.39	17.77	17.54	22.48	19.77
Larp4	NM_001024526,NM_001080948,NM_001284521,NM_001284522,NM_001284523	118.4	111.29	108.02	79.29	79.45	71.02	68.05	102.38	66.15	53.68	42.16	57.81
Larp4b	NM_172585	64.39	58.59	61.55	51.73	50.87	47.97	48.13	58.03	46.41	45.48	45.58	51.37
Larp6	NM_026235	2.37	1.08	1.68	1.32	2.24	2.4	1.85	1.61	2.51	1.71	2.95	2.18
Larp7	NM_138593	61.49	59.22	63.2	55.68	51.37	43.21	38.23	61.1	37.5	32.31	23.66	33.18
Lars	NM_134137	97.49	80.34	93.33	75.37	84.18	63.74	61.87	73.19	61.06	51.35	53.19	56.18
Lars2	NM_153168	12.91	12.44	13.6	14.79	14.82	17.96	28.87	14.66	14.18	15.82	15.26	27.55
Las1l	NM_152822	43.09	38.75	34.49	29.35	27.22	27.07	29.81	36.45	22.07	19.18	19.24	21.29
Lasp1	NM_010688	16.28	11.68	10.63	23.94	20.68	41.03	39.03	14.11	45.83	83.96	98.63	101.7
Lat	NM_010689	0.3	0.19	0.63	0.51	2.46	7.16	0.85	0	0.93	10.47	1.8	3.56
Lat2	NM_020044,NM_022964	2.57	1.9	2.09	8.46	8.7	17.18	18.83	2.91	19.13	36.26	26.42	44.68
Lats1	NM_010690	43.31	32.03	33.88	28.5	27.81	28.58	27.14	31.59	24.15	28.28	29	30.11
Lats2	NM_015771,NM_153382	2.75	2.16	1.54	3.47	2.82	8.73	11.57	1.33	14.16	15.94	25.1	22.67
Lax1	NM_001159649,NM_172842	0.22	0.05	0.05	0.13	0.64	3.71	0.69	0.04	0.54	2.3	0.65	1.1
Layn	NM_001033534	1.18	0.81	0.83	1.07	1.33	3.85	3.94	0.33	8.22	9.39	8.05	8
Lbh	NM_029999	10.12	8.85	12.7	14.72	16.29	31.77	39.05	13.17	37.49	47.75	77.32	74.86
Lbhd1	NM_001286103	0	0.18	0.2	0.31	0.31	0	0	0	0.24	0.22	0	0
Lbp	NM_008489	1.21	0.68	1.86	1.2	3.19	8.86	20.91	1.34	27.93	63.61	27.23	17.75
Lbr	NM_133815	64.15	59.85	63.06	52.18	49.53	47.26	41.66	59.35	36.83	43.34	27.44	33.03
Lbx1	NM_010691	0	0	0	0	0	0	0	0	1.64	0.37	0	0
Lbx2	NM_010692	0.24	0.15	0.17	0.28	0.58	0.33	0.47	0	0.44	0.39	1.48	0
Lca5	NM_027448,NM_029434	13.51	8.68	9.37	7.96	7.26	8.56	10.6	9.64	6.39	5.46	5.46	7.11
Lca5l	NM_001001492	0.85	0.6	0.6	0.55	0.97	0.84	1.32	0.63	0.94	0.55	1.51	0.86
Lcat	NM_008490	2.13	0.08	0.28	0.08	0.31	0.46	0.76	1.36	5.34	1.59	2.07	2.74
Lce1a1	NM_025984	0	0	0	0	0	0	0	0	0	0	0	0
Lce1a2	NM_028625	0	0	0	0	0	0	0	0	0	0	0	0
Lce1b	NM_026822	0	0	0	0	0	0	0	0	0	0	0	0
Lce1c	NM_028622	0	0	0	0	0	0	0	0	0	0	0	0
Lce1d	NM_027137	0	0	0	0	0	0	0	0	0	0	0	0
Lce1e	NM_026811	0	0	0	0	0	0	0	0	0	0	0	0
Lce1f	NM_026394	0	0	0	0	0	0	0	0	0.26	0	0	0
Lce1g	NM_025413	0	0	0	0	0	0	0	0	0	0	0	0
Lce1h	NM_026335	0	0	0	0	0	0	0	0	0	0	0	0
Lce1i	NM_029667	0	0	0	0	0	0	0	0	0	0	0	0
Lce1j	NM_001281499	0	0	0	0	0	0	0	0	0	0	0	0
Lce1k	NM_001254760	0	0	0	0	0	0	0	0	0	0	0	0
Lce1l	NM_028628	0	0	0	0	0	0	0	0	0	0	0	0
Lce1m	NM_025420	0	0	0	0	0	0	0	0	0	0	0	0
Lce3a	NM_001039594	0	0	0	0	0	0	0	0	0	0	0	0
Lce3b	NM_025501	0	0	0	0	0	0	0	0	0	0	0	0
Lce3c	NM_033175	0	0	0	0	0	0	0	0	0	0	0	0
Lce3d	NM_001270426	0	0	0	0	0	0	0	0	0	0	0	0
Lce3e	NM_001254725	0	0	0	0	0	0	0	0	0	0	0	0
Lce3f	NM_001018079	0	0	0	0	0	0	0	0	0	0	0	0
Lce6a	NM_001166172	0	0	0	0	0	0	0	0	0	0	0	0
Lck	NM_001162432,NM_001162433,NM_010693	2.85	3.11	2.6	3.44	5.77	16.12	3.03	3.51	3.04	19.44	5.63	4.67
Lclat1	NM_001081071,NM_001177967,NM_001177968	15.17	11.98	8.49	11.09	11.82	10.85	12.73	11.5	12.47	12.65	24.01	17.81
Lcmt1	NM_025304	51.76	56.99	56.46	61.65	64.1	50.41	46.37	55.43	44.61	38.5	38.46	42.34
Lcmt2	NM_177846	4.85	5.41	5.08	4.1	5.02	4.69	5.22	3.88	4.93	3.64	5.73	4.17
Lcn10	NM_178036	0	0	0	0	0	0	0	0	0	0	0	0
Lcn11	NM_001100455	0	0	0	0	0	0	0	0	0	0	0	0
Lcn12	NM_029958	0	0	0	0	0	0	0	0	0	0	0	0
Lcn2	NM_008491	12.26	1.47	1.14	12.47	27.06	36.64	51.18	9.7	97.93	324.25	203.38	175.65
Lcn3	NM_010694	0	0	0	0	0	0	0	0	0	0	0	0
Lcn4	NM_010695	0	0	0	0	0	1.25	0	0	0	0.21	0.23	0.28
Lcn5	NM_001042630,NM_001276257,NM_007947	0	0	0	0	0	0	0	0	0	0	0	0
Lcn6	NM_001276448,NM_177840	0	0	0	0	0	0	0	0	0	0	0	0
Lcn8	NM_033145	0	0	0	0	0	0	0	0	0	0	0	0
Lcn9	NM_029959	0	0	0	0	0	0	0	0	0	0	0	0
Lcor	NM_172154	14.26	9.29	10.86	8.14	9.26	9.7	11.96	11.11	8.29	8.99	7.96	8.78
Lcorl	NM_001163073,NM_172153,NM_178142	35.77	27.4	31.86	25.44	27.27	22.8	24.9	30.94	22.64	14.44	14.39	16.26
Lcp1	NM_001247984,NM_008879	15.63	17.1	13.13	41.05	34.63	84.66	97.26	12.67	137.6	208.01	229.65	220.89
Lcp2	NM_010696	3.04	2.97	2.87	8.29	6.32	18.83	19.58	2.39	18.16	42.35	43.17	27.97
Lct	NM_001081078	0.05	0.02	0	0.02	0	0.02	0.03	0	0.02	0	3	0
Lctl	NM_145835	0.34	0.21	0.06	0.44	1	1.46	2.1	0.19	0.45	2.81	3.84	1.05
Ldah	NM_001167767,NM_001167768,NM_172401	34.73	27.96	29.62	27.05	32	30.64	29.29	28.46	26.47	33.2	35.8	32.31
Ldb1	NM_001113408,NM_010697	100.52	77.43	76.29	73.44	67.31	75.44	88.82	85.15	59.55	47.6	43.49	58.84
Ldb2	NM_001077398,NM_001286348,NM_010698	6.79	4.23	5.15	4.58	8.67	7.86	11.77	6.61	10.13	11.02	20.06	12.24
Ldb3	NM_001039071,NM_001039072,NM_001039073,NM_001039074,NM_001039075,NM_001039076,NM_011918	1.84	0.57	1	1.54	3.94	1.35	2.78	1.3	74.57	7.24	6.64	3.66
